Gene,OMIM_en,OMIM_cn
COL1A2,"Ehlers-Danlos syndrome, cardiac valvular type(OMIM:225320, AR);Ehlers-Danlos syndrome, arthrochalasia type, 2(OMIM:617821, AD);Osteogenesis imperfecta, type II(OMIM:166210, AD);Osteogenesis imperfecta, type IV(OMIM:166220, AD);{Osteoporosis, postmenopausal}(OMIM:166710, AD);Osteogenesis imperfecta, type III(OMIM:259420, AD);Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2(OMIM:619120, AD)","Ehlers-Danlos 综合征，心脏瓣膜型(OMIM:225320, AR);Ehlers-Danlos 综合征，关节松弛型，2(OMIM:617821, AD);成骨不全症，II型(OMIM:166210, AD);成骨不全症，IV型(OMIM:166220, AD);{骨质疏松症，绝经后}(OMIM:166710, AD);成骨不全症，III型(OMIM:259420, AD);合并成骨不全症和 Ehlers-Danlos 综合征 2(OMIM:619120, AD)"
INPPL1,"Opsismodysplasia(OMIM:258480, AR)","视发育异常(OMIM:258480, AR)"
PAX7,"Rhabdomyosarcoma 2, alveolar(OMIM:268220, SMu);Myopathy, congenital, progressive, with scoliosis(OMIM:618578, AR)","横纹肌肉瘤 2，肺泡(OMIM:268220, SMu);肌病，先天性，进行性，脊柱侧弯(OMIM:618578, AR)"
RIN2,"Macrocephaly, alopecia, cutis laxa, and scoliosis(OMIM:613075, AR)","大头畸形、脱发、皮肤松弛和脊柱侧弯(OMIM:613075, AR)"
GLRA2,"Intellectual developmental disorder, X-linked, syndromic, Pilorge type(OMIM:301076, XL)","智力发育障碍，X连锁，综合征，Pilorge型(OMIM:301076, XL)"
MEIS2,"Cleft palate, cardiac defects, and mental retardation(OMIM:600987, AD)","腭裂、心脏缺陷和智力低下(OMIM:600987, AD)"
RGS9,"Bradyopsia(OMIM:608415, nan)","视力迟缓(OMIM:608415, nan)"
MGP,"Keutel syndrome(OMIM:245150, AR)","锅炉综合症(OMIM:245150, AR)"
KCNE1,"Jervell and Lange-Nielsen syndrome 2(OMIM:612347, AR);Long QT syndrome 5(OMIM:613695, AD)","Jervell 和 Lange-Nielsen 综合征 2(OMIM:612347, AR);长 QT 综合征 5(OMIM:613695, AD)"
WBP2,"Deafness, autosomal recessive 107(OMIM:617639, AR)","耳聋，常染色体隐性遗传 107(OMIM:617639, AR)"
DNAH9,"Ciliary dyskinesia, primary, 40(OMIM:618300, AR)","纤毛运动障碍，原发性，40(OMIM:618300, AR)"
FLNB,"Atelosteogenesis, type I(OMIM:108720, AD);Atelosteogenesis, type III(OMIM:108721, AD);Boomerang dysplasia(OMIM:112310, AD);Larsen syndrome(OMIM:150250, AD);Spondylocarpotarsal synostosis syndrome(OMIM:272460, AR)","去骨形成，I型(OMIM:108720, AD);非骨形成，III型(OMIM:108721, AD);回旋镖发育不良(OMIM:112310, AD);拉森综合征(OMIM:150250, AD);脊椎腕关节融合综合征(OMIM:272460, AR)"
TDRD7,"Cataract 36(OMIM:613887, AR)","白内障 36(OMIM:613887, AR)"
CFAP43,"Spermatogenic failure 19(OMIM:617592, AR);Hydrocephalus, normal pressure, 1(OMIM:236690, AD)","生精失败 19(OMIM:617592, AR);脑积水，正常压力，1(OMIM:236690, AD)"
C1QB,"C1q deficiency(OMIM:613652, AR)","C1q缺乏(OMIM:613652, AR)"
CALM3,"?Ventricular tachycardia, catecholaminergic polymorphic 6(OMIM:618782, AD);Long QT syndrome 16(OMIM:618782, AD)","? 室性心动过速，儿茶酚胺能多态性 6(OMIM:618782, AD);长 QT 综合征 16(OMIM:618782, AD)"
BBS1,"Bardet-Biedl syndrome 1(OMIM:209900, AR, DR)","Bardet-Biedl 综合征 1(OMIM:209900, AR, DR)"
PRKCSH,"Polycystic liver disease 1(OMIM:174050, AD)","多囊肝病1(OMIM:174050, AD)"
TJP2,"Hypercholanemia, familial 1(OMIM:607748, AR);Cholestasis, progressive familial intrahepatic 4(OMIM:615878, AR)","高胆碱血症，家族性 1(OMIM:607748, AR);胆汁淤积，进行性家族性肝内 4(OMIM:615878, AR)"
SOHLH1,"Spermatogenic failure 32(OMIM:618115, AD);Ovarian dysgenesis 5(OMIM:617690, AR)","生精失败 32(OMIM:618115, AD);卵巢发育不全 5(OMIM:617690, AR)"
IL2RG,"Severe combined immunodeficiency, X-linked(OMIM:300400, XLR);Combined immunodeficiency, X-linked, moderate(OMIM:312863, XLR)","重度联合免疫缺陷，X连锁(OMIM:300400, XLR);联合免疫缺陷，X连锁，中度(OMIM:312863, XLR)"
TDO2,"[?Hypertryptophanemia](OMIM:600627, AR)","[?高色氨酸血症](OMIM:600627, AR)"
CCL3L1,"{HIV/AIDS, susceptibility to}(OMIM:609423, nan)","{艾滋病毒/艾滋病，易感性}(OMIM:609423, nan)"
GGPS1,"Muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome(OMIM:619518, AR)","肌营养不良、先天性听力损失和卵巢功能不全综合征(OMIM:619518, AR)"
EMC1,"Cerebellar atrophy, visual impairment, and psychomotor retardation(OMIM:616875, AR)","小脑萎缩、视力障碍和精神运动迟缓(OMIM:616875, AR)"
ESR1,"Breast cancer, somatic(OMIM:114480, nan);{Myocardial infarction, susceptibility to}(OMIM:608446, nan);Estrogen resistance(OMIM:615363, AR)","乳腺癌，体细胞(OMIM:114480, nan);{心肌梗塞，易感性}(OMIM:608446, nan);雌激素抵抗(OMIM:615363, AR)"
KANK2,"Palmoplantar keratoderma and woolly hair(OMIM:616099, AR);Nephrotic syndrome, type 16(OMIM:617783, AR)","掌跖角化病和毛茸茸的头发(OMIM:616099, AR);肾病综合征，16 型(OMIM:617783, AR)"
DZIP1,"Spermatogenic failure 47(OMIM:619102, AR);?Mitral valve prolapse 3(OMIM:610840, AD)","生精失败 47(OMIM:619102, AR);?二尖瓣脱垂 3(OMIM:610840, AD)"
AQP2,"Diabetes insipidus, nephrogenic, 2(OMIM:125800, AD, AR)","尿崩症，肾源性，2(OMIM:125800, AD, AR)"
MRPL44,"Combined oxidative phosphorylation deficiency 16(OMIM:615395, AR)","联合氧化磷酸化缺乏症 16(OMIM:615395, AR)"
FFDD1,"Focal facial dermal dysplasia 1, Brauer type(OMIM:136500, AD)","局灶性面部真皮发育不良 1，Brauer 型(OMIM:136500, AD)"
GMNN,"Meier-Gorlin syndrome 6(OMIM:616835, AD)","Meier-Gorlin 综合征 6(OMIM:616835, AD)"
FBXO11,"Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities(OMIM:618089, AD)","智力发育障碍伴畸形面容和行为异常(OMIM:618089, AD)"
CCND1,"{Colorectal cancer, susceptibility to}(OMIM:114500, AD, SMu);{von Hippel-Lindau syndrome, modifier of}(OMIM:193300, AD);{Multiple myeloma, susceptibility to}(OMIM:254500, SMu)","{结直肠癌，易感性}(OMIM:114500, AD, SMu);{von Hippel-Lindau 综合征，修饰词}(OMIM:193300, AD);{多发性骨髓瘤，易感}(OMIM:254500, SMu)"
HEXB,"Sandhoff disease, infantile, juvenile, and adult forms(OMIM:268800, AR)","桑霍夫病，婴儿型、少年型和成人型(OMIM:268800, AR)"
ATG16L1,"{Inflammatory bowel disease (Crohn disease) 10}(OMIM:611081, nan)","{炎症性肠病（克罗恩病）10}(OMIM:611081, nan)"
MOCS1,"Molybdenum cofactor deficiency A(OMIM:252150, AR)","钼辅因子缺乏症A(OMIM:252150, AR)"
HAAO,"Vertebral, cardiac, renal, and limb defects syndrome 1(OMIM:617660, AR)","脊椎、心脏、肾脏和肢体缺陷综合征 1(OMIM:617660, AR)"
ACTA1,"Myopathy, actin, congenital, with cores(OMIM:161800, AD, AR);Myopathy, actin, congenital, with excess of thin myofilaments(OMIM:161800, AD, AR);Nemaline myopathy 3, autosomal dominant or recessive(OMIM:161800, AD, AR);Myopathy, congenital, with fiber-type disproportion 1(OMIM:255310, AD, AR);?Myopathy, scapulohumeroperoneal(OMIM:616852, AD)","肌病，肌动蛋白，先天性，有核心(OMIM:161800, AD, AR);肌病，肌动蛋白，先天性，细肌丝过多(OMIM:161800, AD, AR);线型肌病 3，常染色体显性或隐性(OMIM:161800, AD, AR);肌病，先天性，纤维型不均衡 1(OMIM:255310, AD, AR);? 肌病，肩胛肱腓骨(OMIM:616852, AD)"
PPP2R5D,"Intellectual developmental disorder, autosomal dominant 35(OMIM:616355, AD)","智力发育障碍，常染色体显性遗传 35(OMIM:616355, AD)"
TRAPPC4,"Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy(OMIM:618741, AR)","伴有癫痫、痉挛和脑萎缩的神经发育障碍(OMIM:618741, AR)"
ATP13A2,"Kufor-Rakeb syndrome(OMIM:606693, AR);Spastic paraplegia 78, autosomal recessive(OMIM:617225, AR)","Kufor-Rakeb 综合征(OMIM:606693, AR);痉挛性截瘫 78，常染色体隐性遗传(OMIM:617225, AR)"
EEF2,"?Spinocerebellar ataxia 26(OMIM:609306, AD)","?脊髓小脑性共济失调 26(OMIM:609306, AD)"
TRPC6,"Glomerulosclerosis, focal segmental, 2(OMIM:603965, AD)","肾小球硬化，局灶节段，2(OMIM:603965, AD)"
RIMS2,"Cone-rod synaptic disorder syndrome, congenital nonprogressive(OMIM:618970, AR)","锥杆突触障碍综合征，先天性非进行性(OMIM:618970, AR)"
SDHC,"Paragangliomas 3(OMIM:605373, AD);Gastrointestinal stromal tumor(OMIM:606764, AD, IC);Paraganglioma and gastric stromal sarcoma(OMIM:606864, nan)","副神经节瘤 3(OMIM:605373, AD);胃肠道间质瘤(OMIM:606764, AD, IC);副神经节瘤和胃间质肉瘤(OMIM:606864, nan)"
CPN1,"Carboxypeptidase N deficiency(OMIM:212070, AR)","羧肽酶N缺乏症(OMIM:212070, AR)"
ZNFX1,"Immunodeficiency 91 and hyperinflammation(OMIM:619644, AR)","免疫缺陷 91 和过度炎症(OMIM:619644, AR)"
TPH2,"{Unipolar depression, susceptibility to}(OMIM:608516, nan);{Attention deficit-hyperactivity disorder, susceptibility to, 7}(OMIM:613003, nan)","{单相抑郁，易感}(OMIM:608516, nan);{注意缺陷多动障碍，易感性，7}(OMIM:613003, nan)"
ATP2C1,"Hailey-Hailey disease(OMIM:169600, AD)","海利-海利病(OMIM:169600, AD)"
ZNF750,"?Seborrhea-like dermatitis with psoriasiform elements(OMIM:610227, nan)","?皮脂溢样皮炎伴牛皮癣元素(OMIM:610227, nan)"
STAG3,"Spermatogenic failure 61(OMIM:619672, AR);Premature ovarian failure 8(OMIM:615723, AR)","生精失败 61(OMIM:619672, AR);卵巢早衰 8(OMIM:615723, AR)"
IL6,"{Intracranial hemorrhage in brain cerebrovascular malformations, susceptibility to}(OMIM:108010, SMu);{Type 2 diabetes mellitus}(OMIM:125853, AD);{Kaposi sarcoma, susceptibility to}(OMIM:148000, AD);{Crohn disease-associated growth failure}(OMIM:266600, Mu);{Rheumatoid arthritis, systemic juvenile}(OMIM:604302, nan)","{脑脑血管畸形颅内出血，易感性}(OMIM:108010, SMu);{2型糖尿病}(OMIM:125853, AD);{卡波西肉瘤，易感性}(OMIM:148000, AD);{克罗恩病相关的生长障碍}(OMIM:266600, Mu);{类风湿性关节炎，全身性青少年}(OMIM:604302, nan)"
TPCN2,"[Skin/hair/eye pigmentation 10, blond/brown hair](OMIM:612267, nan)","[皮肤/头发/眼睛色素沉着10，金发/棕色头发](OMIM:612267, nan)"
MST1R,"{Nasopharyngeal carcinoma, susceptibility to, 3}(OMIM:617075, AD)","{鼻咽癌，易感性，3}(OMIM:617075, AD)"
ATP5MD,"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 6(OMIM:618683, AR)","线粒体复合物 V（ATP 合酶）缺乏，核 6 型(OMIM:618683, AR)"
WDR11,"Hypogonadotropic hypogonadism 14 with or without anosmia(OMIM:614858, AD)","低促性腺激素性腺功能减退症 14 伴或不伴嗅觉丧失(OMIM:614858, AD)"
KCNJ13,"Snowflake vitreoretinal degeneration(OMIM:193230, AD);Leber congenital amaurosis 16(OMIM:614186, AR)","雪花型玻璃体视网膜变性(OMIM:193230, AD);莱伯先天性黑蒙 16(OMIM:614186, AR)"
BSG,"[Blood group, OK](OMIM:111380, nan)","【血型，OK】(OMIM:111380, nan)"
TMC1,"Deafness, autosomal recessive 7(OMIM:600974, AR);Deafness, autosomal dominant 36(OMIM:606705, AD)","耳聋，常染色体隐性遗传 7(OMIM:600974, AR);耳聋，常染色体显性遗传 36(OMIM:606705, AD)"
FGF12,"Developmental and epileptic encephalopathy 47(OMIM:617166, AD)","发育性和癫痫性脑病 47(OMIM:617166, AD)"
PACS2,"Developmental and epileptic encephalopathy 66(OMIM:618067, AD)","发育性和癫痫性脑病 66(OMIM:618067, AD)"
SLC20A2,"Basal ganglia calcification, idiopathic, 1(OMIM:213600, AD)","基底节钙化，特发性，1(OMIM:213600, AD)"
IFNAR2,"{Hepatitis B virus, susceptibility to}(OMIM:610424, nan);Immunodeficiency 45(OMIM:616669, AR)","{乙型肝炎病毒，易感性}(OMIM:610424, nan);免疫缺陷 45(OMIM:616669, AR)"
GOSR2,"Epilepsy, progressive myoclonic 6(OMIM:614018, AR)","癫痫，进行性肌阵挛 6(OMIM:614018, AR)"
MTAP,"Diaphyseal medullary stenosis with malignant fibrous histiocytoma(OMIM:112250, AD)","骨干髓质狭窄伴恶性纤维组织细胞瘤(OMIM:112250, AD)"
CLEC1A,"{Aspergillosis, susceptibility to}(OMIM:614079, nan)","{曲霉病，易感性}(OMIM:614079, nan)"
TECRL,"Ventricular tachycardia, catecholaminergic polymorphic, 3(OMIM:614021, AR)","室性心动过速，儿茶酚胺能多形性，3(OMIM:614021, AR)"
TSPAN7,"Intellectual developmental disorder, X-linked 58(OMIM:300210, XLR)","智力发育障碍，X 连锁 58(OMIM:300210, XLR)"
MPV17,"Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)(OMIM:256810, AR);Charcot-Marie-Tooth disease, axonal, type 2EE(OMIM:618400, AR)","线粒体 DNA 耗竭综合征 6（肝脑型）(OMIM:256810, AR);Charcot-Marie-Tooth 病，轴突，2EE 型(OMIM:618400, AR)"
FUS,"Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia(OMIM:608030, nan);Essential tremor, hereditary, 4(OMIM:614782, AD)","肌萎缩侧索硬化 6，伴或不伴额颞叶痴呆(OMIM:608030, nan);特发性震颤，遗传性，4(OMIM:614782, AD)"
NFKBIA,"Ectodermal dysplasia and immunodeficiency 2(OMIM:612132, AD)","外胚层发育不良和免疫缺陷 2(OMIM:612132, AD)"
DLL4,"Adams-Oliver syndrome 6(OMIM:616589, AD)","亚当斯-奥利弗综合征 6(OMIM:616589, AD)"
GFM2,"Combined oxidative phosphorylation deficiency 39(OMIM:618397, AR)","联合氧化磷酸化缺乏症 39(OMIM:618397, AR)"
MYLK,"Megacystis-microcolon-intestinal hypoperistalsis syndrome 1(OMIM:249210, AR);Aortic aneurysm, familial thoracic 7(OMIM:613780, AD)","巨囊-小结肠-肠蠕动减退综合征 1(OMIM:249210, AR);主动脉瘤，家族性胸 7(OMIM:613780, AD)"
HPGD,"?Digital clubbing, isolated congenital(OMIM:119900, AR);Cranioosteoarthropathy(OMIM:259100, AR);Hypertrophic osteoarthropathy, primary, autosomal recessive 1(OMIM:259100, AR)","?数字泡吧，孤立的先天性(OMIM:119900, AR);颅骨关节病(OMIM:259100, AR);肥厚性骨关节病，原发性，常染色体隐性遗传 1(OMIM:259100, AR)"
IL13,"{Asthma, susceptibility to}(OMIM:600807, AD);{Allergic rhinitis, susceptibility to}(OMIM:607154, nan)","{哮喘，易感性}(OMIM:600807, AD);{过敏性鼻炎，易感}(OMIM:607154, nan)"
NSMCE3,"Lung disease, immunodeficiency, and chromosome breakage syndrome(OMIM:617241, AR)","肺部疾病、免疫缺陷和染色体断裂综合征(OMIM:617241, AR)"
KMT2B,"Dystonia 28, childhood-onset(OMIM:617284, AD)","肌张力障碍 28，儿童期发病(OMIM:617284, AD)"
VPS51,"Pontocerebellar hypoplasia, type 13(OMIM:618606, AR)","脑桥小脑发育不全，13型(OMIM:618606, AR)"
MYOD1,"Myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies(OMIM:618975, AR)","先天性肌病，伴有膈肌缺损、呼吸功能不全和畸形面容(OMIM:618975, AR)"
RORB,"{Epilepsy, idiopathic generalized, susceptibility to, 15}(OMIM:618357, AD)","{癫痫，特发性全身性，易感性，15}(OMIM:618357, AD)"
XPC,"Xeroderma pigmentosum, group C(OMIM:278720, AR)","C组色素性干皮病(OMIM:278720, AR)"
OPTN,"Amyotrophic lateral sclerosis 12 with or without frontotemporal dementia(OMIM:613435, AD, AR);Glaucoma 1, open angle, E(OMIM:137760, AD);{Glaucoma, normal tension, susceptibility to}(OMIM:606657, nan)","肌萎缩侧索硬化症 12 伴或不伴额颞叶痴呆(OMIM:613435, AD, AR);青光眼 1，开角，E(OMIM:137760, AD);{青光眼，正常紧张，易感}(OMIM:606657, nan)"
KIF20A,"?Cardiomyopathy, familial restrictive, 6(OMIM:619433, AR)","? 心肌病，家族性限制性，6(OMIM:619433, AR)"
ADCY10,"{Hypercalciuria, absorptive, susceptibility to}(OMIM:143870, AD)","{高钙尿症，吸收性，易感性}(OMIM:143870, AD)"
SIK1,"Developmental and epileptic encephalopathy 30(OMIM:616341, AD)","发育性和癫痫性脑病 30(OMIM:616341, AD)"
DNM2,"Centronuclear myopathy 1(OMIM:160150, AD);Charcot-Marie-Tooth disease, axonal type 2M(OMIM:606482, AD);Charcot-Marie-Tooth disease, dominant intermediate B(OMIM:606482, AD);Lethal congenital contracture syndrome 5(OMIM:615368, AR)","中央核肌病 1(OMIM:160150, AD);Charcot-Marie-Tooth 病，轴突型 2M(OMIM:606482, AD);Charcot-Marie-Tooth 病，显性中间 B(OMIM:606482, AD);致死性先天性挛缩综合征 5(OMIM:615368, AR)"
ADAMTSL4,"Ectopia lentis, isolated, autosomal recessive(OMIM:225100, AR);Ectopia lentis et pupillae(OMIM:225200, AR)","晶状体异位，分离，常染色体隐性遗传(OMIM:225100, AR);晶状体和瞳孔的Ecopia(OMIM:225200, AR)"
GATA3,"Hypoparathyroidism, sensorineural deafness, and renal dysplasia(OMIM:146255, AD)","甲状旁腺功能减退、感音神经性耳聋和肾发育不良(OMIM:146255, AD)"
SEC23B,"Dyserythropoietic anemia, congenital, type II(OMIM:224100, AR);?Cowden syndrome 7(OMIM:616858, AD)","先天性红细胞生成障碍性贫血，II 型(OMIM:224100, AR);?考登综合征 7(OMIM:616858, AD)"
ADCK3,"Coenzyme Q10 deficiency, primary, 4(OMIM:612016, AR)","辅酶 Q10 缺乏症，原发性，4(OMIM:612016, AR)"
SLC30A10,"Hypermanganesemia with dystonia 1(OMIM:613280, AR)","高锰血症伴肌张力障碍 1(OMIM:613280, AR)"
GNAT1,"Night blindness, congenital stationary, autosomal dominant 3(OMIM:610444, AD);Night blindness, congenital stationary, type 1G(OMIM:616389, AR)","夜盲症，先天性静止，常染色体显性遗传 3(OMIM:610444, AD);夜盲症，先天性静止，1G型(OMIM:616389, AR)"
GJB2,"Vohwinkel syndrome(OMIM:124500, AD);Keratitis-ichthyosis-deafness syndrome(OMIM:148210, AD);Keratoderma, palmoplantar, with deafness(OMIM:148350, AD);Bart-Pumphrey syndrome(OMIM:149200, AD);Deafness, autosomal recessive 1A(OMIM:220290, AR, DD);Deafness, autosomal dominant 3A(OMIM:601544, AD);Hystrix-like ichthyosis with deafness(OMIM:602540, AD)","沃温克尔综合征(OMIM:124500, AD);角膜炎-鱼鳞病-耳聋综合征(OMIM:148210, AD);角化病，掌跖，耳聋(OMIM:148350, AD);巴特-彭弗莱综合征(OMIM:149200, AD);耳聋，常染色体隐性遗传 1A(OMIM:220290, AR, DD);耳聋，常染色体显性遗传 3A(OMIM:601544, AD);Hystrix样鱼鳞病伴耳聋(OMIM:602540, AD)"
COLEC11,"3MC syndrome 2(OMIM:265050, AR)","3MC 综合征 2(OMIM:265050, AR)"
SHROOM4,"Intellectual developmental disorder, X-linked syndromic, Stocco dos Santos type(OMIM:300434, XL)","智力发育障碍，X连锁综合征，Stocco dos Santos型(OMIM:300434, XL)"
NEK1,"{Amyotrophic lateral sclerosis, susceptibility to, 24}(OMIM:617892, AD);Short-rib thoracic dysplasia 6 with or without polydactyly(OMIM:263520, AR, DR)","{肌萎缩侧索硬化症，易感性，24}(OMIM:617892, AD);胸廓发育不良 6 伴或不伴多指畸形(OMIM:263520, AR, DR)"
THAP1,"Dystonia 6, torsion(OMIM:602629, AD)","肌张力障碍 6，扭转(OMIM:602629, AD)"
SLC6A8,"Cerebral creatine deficiency syndrome 1(OMIM:300352, XLR)","脑肌酸缺乏综合征1(OMIM:300352, XLR)"
TINF2,"Revesz syndrome(OMIM:268130, AD);Dyskeratosis congenita, autosomal dominant 3(OMIM:613990, AD)","Revesz 综合征(OMIM:268130, AD);先天性角化不良，常染色体显性遗传 3(OMIM:613990, AD)"
POLR3B,"Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism(OMIM:614381, AR);Charcot-Marie-Tooth disease, demyelinating, type 1I(OMIM:619742, AD)","白质营养不良，髓鞘功能减退，8，伴有或不伴有牙齿少和/或促性腺激素性性腺功能减退症(OMIM:614381, AR);Charcot-Marie-Tooth 病，脱髓鞘，1I 型(OMIM:619742, AD)"
TRPV6,"Hyperparathyroidism, transient neonatal(OMIM:618188, AR)","甲状旁腺功能亢进症，一过性新生儿(OMIM:618188, AR)"
CHRNA5,"{Nicotine dependence, susceptibility to}(OMIM:612052, nan);{Lung cancer susceptibility 2}(OMIM:612052, nan)","{尼古丁依赖，易感性}(OMIM:612052, nan);{肺癌易感性2}(OMIM:612052, nan)"
PAFAH1B1,"Lissencephaly 1(OMIM:607432, AD);Subcortical laminar heterotopia(OMIM:607432, AD)","无脑畸形 1(OMIM:607432, AD);皮质下层状异位(OMIM:607432, AD)"
RAC1,"Intellectual developmental disorder, autosomal dominant 48(OMIM:617751, AD)","智力发育障碍，常染色体显性遗传 48(OMIM:617751, AD)"
EDSHMB,"Ehlers-Danlos syndrome, hypermobility type(OMIM:130020, AD)","Ehlers-Danlos 综合征，过度活动型(OMIM:130020, AD)"
PRSS1,"Pancreatitis, hereditary(OMIM:167800, AD)","胰腺炎，遗传(OMIM:167800, AD)"
PIK3C2A,"Oculoskeletodental syndrome(OMIM:618440, AR)","眼骨骼牙综合征(OMIM:618440, AR)"
MAPK8IP3,"Neurodevelopmental disorder with or without variable brain abnormalities(OMIM:618443, AD)","伴有或不伴有可变脑异常的神经发育障碍(OMIM:618443, AD)"
CDC73,"Hyperparathyroidism, familial primary(OMIM:145000, AD);Parathyroid adenoma with cystic changes(OMIM:145001, AD);Hyperparathyroidism-jaw tumor syndrome(OMIM:145001, AD);Parathyroid carcinoma(OMIM:608266, nan)","家族性原发性甲状旁腺功能亢进(OMIM:145000, AD);伴有囊性改变的甲状旁腺腺瘤(OMIM:145001, AD);甲状旁腺功能亢进-颌肿瘤综合征(OMIM:145001, AD);甲状旁腺癌(OMIM:608266, nan)"
