"id","Phenotype"
"285848","Ichthyosis, congenital, autosomal recessive 10(615024)"
"286","Spherocytosis, type 1(182900)"
"286053","Seckel syndrome 10(617253)"
"286077","Amelogenesis imperfecta, type iiia(130900)"
"286204","Ventriculomegaly with cystic kidney disease(219730)|Focal segmental glomerulosclerosis 9(616220)"
"286262","Deafness, autosomal recessive 79(613307)"
"286410","Linked(301015)"
"286464","Linked, 3(301059)"
"286676","Deafness, autosomal recessive 42(609646)"
"286887","Palmoplantar keratoderma, nonepidermolytic, focal or diffuse(615735)"
"287","Related(600919)"
"28755","Alpha/beta deficiency(615387)"
"2876","Glutathione peroxidase deficiency(614164)"
"2879","Spondylometaphyseal dysplasia, sedaghatian type(250220)"
"288","Mental retardation, autosomal recessive 37(615493)"
"2891","Neurodevelopmental disorder with language impairment and behavioral abnormalities(618917)"
"2892","Linked, syndromic, wu type(300699)"
"2893","Neurodevelopmental disorder with or without seizures and gait abnormalities(617864)"
"2895","Spinocerebellar ataxia, autosomal recessive 18(616204)"
"28952","Schinzel syndrome 2(300963)"
"28956","Interacting protein(610798)"
"28957","Combined oxidative phosphorylation deficiency 47(618958)"
"28958","Mitochondrial complex iv deficiency, nuclear type 14(619058)"
"2896","Related(607485)|Ceroid lipofuscinosis, neuronal, 11(614706)"
"28960","Raqad syndrome(616459)"
"28962","Osteopetrosis, autosomal recessive 5(259720)"
"28976","Mitochondrial complex i deficiency, nuclear type 20(611126)"
"2898","Intellectual developmental disorder, autosomal recessive 6(611092)|Neurodevelopmental disorder with impaired language and ataxia and with or without seizures(619580)"
"28981","Rib thoracic dysplasia 19 with or without polydactyly(617895)"
"28982","Posterior column ataxia with retinitis pigmentosa(609033)"
"2902","Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant(614254)|Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive(617820)"
"2903","Epilepsy, focal, with speech disorder and with or without impaired intellectual development(245570)"
"2904","Mental retardation, autosomal dominant 6, with or without seizures(613970)|Developmental and epileptic encephalopathy 27(616139)"
"2906","Developmental and epileptic encephalopathy 46(617162)"
"29071","Tn polyagglutination syndrome(300622)"
"29072","Lumish syndrome(616831)"
"29078","Mitochondrial complex i deficiency, nuclear type 15(618237)"
"2908","Glucocorticoid resistance, generalized(615962)"
"29081","Intellectual developmental disorder, autosomal recessive 72(618665)"
"29089","Fanconi anemia, complementation group t(616435)"
"291","Progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 2(609283)|Mitochondrial dna depletion syndrome 12b (cardiomyopathic type), autosomal recessive(615418)|Mitochondrial dna depletion syndrome 12a (cardiomyopathic type), autosomal dominant(617184)"
"2911","Spinocerebellar ataxia, autosomal recessive 13(614831)|Spinocerebellar ataxia 44(617691)"
"29110","Frontotemporal dementia and/or amyotrophic lateral sclerosis 4(616439)|Specific), susceptibility to, 8(617900)"
"29119","Arrhythmogenic right ventricular dysplasia, familial, 13(615616)"
"29123","Kbg syndrome(148050)"
"2916","Night blindness, congenital stationary, type 1b(257270)"
"2917","Neurodevelopmental disorder with seizures, hypotonia, and brain imaging abnormalities(618922)"
"2934","Amyloidosis, finnish type(105120)"
"2936","Hemolytic anemia due to glutathione reductase deficiency(618660)"
"2937","Glutathione synthetase deficiency of erythrocytes, hemolytic anemia due to(231900)|Glutathione synthetase deficiency(266130)"
"2954","Maleylacetoacetate isomerase deficiency(617596)"
"2956","Endometrial cancer(608089)|Colorectal cancer, hereditary nonpolyposis, type 5(614350)|Mismatch repair cancer syndrome 3(619097)"
"2961","Trichothiodystrophy 6, nonphotosensitive(616943)"
"2972","Cerebellofaciodental syndrome(616202)"
"29760","Agammaglobulinemia 4, autosomal recessive(613502)"
"2978","Cone dystrophy 3(602093)"
"2979","Retinitis pigmentosa 48(613827)"
"2982","Moyamoya disease 6 with or without achalasia(615750)"
"2984","Diarrhea 6(614616)|Meconium ileus(614665)"
"29851","Immunodeficiency, common variable, 2(240500)|Immunodeficiency, common variable, 1(607594)"
"29881","Low density lipoprotein cholesterol level quantitative trait locus 7(617966)"
"29887","Osteopetrosis, autosomal recessive 8(615085)"
"29893","Ovarian dysgenesis 3(614324)"
"29894","Myopia 27(618827)"
"29895","Arthrogryposis, distal, type 1c(619110)"
"29899","Mccullough syndrome(604213)"
"2990","Mucopolysaccharidosis, type vii(253220)"
"29914","Schnyder corneal dystrophy(121800)"
"2992","Glycogen storage disease xv(613507)|Polyglucosan body myopathy 2(616199)"
"29920","Leukodystrophy, hypomyelinating, 10(616420)"
"29925","Dystroglycanopathy (congenital with brain and eye anomalies), type a, 14(615350)|Dystroglycanopathy (congenital with impaired intellectual development), type b, 14(615351)|Girdle), type c, 14(615352)"
"29926","Alacrima, achalasia, and mental retardation syndrome(615510)"
"29927","Tubulointerstitial kidney disease, autosomal dominant, 5(617056)"
"29928","Combined oxidative phosphorylation deficiency 43(618851)"
"29929","Congenital disorder of glycosylation, type ic(603147)"
"2993","Blood group, mn(111300)|Malaria, susceptibility to(611162)"
"2994","Blood group, ss(111740)|Malaria, susceptibility to(611162)"
"29940","Danlos syndrome, musculocontractural type, 2(615539)"
"2995","Malaria, susceptibility to(611162)|Blood group, gerbich system(616089)"
"29954","Dystroglycanopathy (congenital with brain and eye anomalies), type a, 1(236670)|Dystroglycanopathy (congenital with brain and eye anomalies), type a, 2(613150)|Dystroglycanopathy (congenital with impaired intellectual development), type b, 2(613156)|Girdle), type c, 2(613158)"
"29957","Fontaine progeroid syndrome(612289)"
"29958","Dimethylglycine dehydrogenase deficiency(605850)"
"29960","Mitochondrial dna depletion syndrome 17(618567)"
"29967","Oculopharyngodistal myopathy 1(164310)"
"29968","Phosphoserine aminotransferase deficiency(610992)|Laxova syndrome 2(616038)"
"2997","Glycogen storage disease 0, muscle(611556)"
"29978","Amyotrophic lateral sclerosis 15 with or without frontotemporal dementia(300857)"
"2998","Glycogen storage disease 0, liver(240600)"
"29980","Micromelia syndrome(251230)|Microcephaly, short stature, and limb abnormalities(617604)"
"29998","Siris syndrome 12(619325)"
"3000","Leber congenital amaurosis 1(204000)|Choroidal dystrophy, central areolar, 1(215500)|Rod dystrophy 6(601777)|Night blindness, congenital stationary, type1i(618555)"
"30000","Intellectual developmental disorder with hypotonia, impaired speech, and dysmorphic facies(619556)"
"30008","Cutis laxa, autosomal recessive, type ib(614437)"
"30009","Asthma, nasal polyps, and aspirin intolerance(208550)"
"30011","Immunodeficiency 61(300310)"
"30061","Hemochromatosis, type 4(606069)"
"30062","Microphthalmia, isolated 3(611038)"
"3008","Rahman syndrome(617537)"
"3026","Thrombophilia due to thrombin defect(188050)|Thyroid cancer, nonmedullary, 5(616535)"
"3028","Hsd10 mitochondrial disease(300438)"
"3029","Hydroxyacyl glutathione hydrolase deficiency(614033)"
"3030","Mitochondrial trifunctional protein deficiency(609015)|Coa dehydrogenase deficiency(609016)"
"3032","Mitochondrial trifunctional protein deficiency(609015)"
"3033","Coa dehydrogenase deficiency(231530)|Hyperinsulinemic hypoglycemia, familial, 4(609975)"
"3034","Histidinemia(235800)"
"3035","Usher syndrome, type iiib(614504)|Tooth disease, axonal, type 2w(616625)"
"3039","Heinz body anemias(140700)|Thalassemia(604131)|Hemoglobin h disease(613978)|Methemoglobinemia, alpha type(617973)|Erythrocytosis, familial, 7(617981)"
"3040","Heinz body anemias(140700)|Thalassemia(604131)|Hemoglobin h disease(613978)|Erythrocytosis, familial, 7(617981)"
"3043","Heinz body anemias(140700)|Fetal hemoglobin quantitative trait locus 1(141749)|Thalassemia, dominant inclusion body type(603902)|Sickle cell anemia(603903)|Thalassemia(604131)|Malaria, susceptibility to(611162)|Thalassemia(613985)|Methemoglobinemia, beta type(617971)|Erythrocytosis, familial, 6(617980)"
"3047","Fetal hemoglobin quantitative trait locus 1(141749)"
"3048","Fetal hemoglobin quantitative trait locus 1(141749)|Cyanosis, transient neonatal(613977)"
"3052","Linear skin defects with multiple congenital anomalies 1(309801)"
"3053","Heparin cofactor ii deficiency(612356)"
"3054","Methylmalonic acidemia and homocysteinemia, cblx type(309541)"
"3060","Narcolepsy 1(161400)"
"3064","Huntington disease(143100)|Rodan syndrome(617435)"
"3067","Gilles de la tourette syndrome(137580)"
"3070","Facial anomalies syndrome 4(616911)"
"3071","Immunodeficiency 72 with autoinflammation(618982)"
"3073","Sachs disease(272800)"
"3074","Sandhoff disease(268800)"
"3075","Basal laminar drusen(126700)|Hemolytic uremic syndrome, atypical, susceptibility to, 1(235400)|Complement factor h deficiency(609814)|Related, 4(610698)"
"3077","Alzheimer disease(104300)|Porphyria cutanea tarda(176100)|Variegate porphyria(176200)|Hemochromatosis, type 1(235200)|Microvascular complications of diabetes, susceptibility to, 7(612635)|Transferrin serum level quantitative trait locus 2(614193)"
"3078","Hemolytic uremic syndrome, atypical, susceptibility to, 1(235400)|Related, 1(603075)"
"308","Pregnancy loss, recurrent, susceptibility to, 3(614391)"
"3081","Alkaptonuria(203500)"
"30813","Keratoconus 1(148300)|Craniofacial anomalies and anterior segment dysgenesis syndrome(614195)"
"30817","Vibratory urticaria(125630)"
"3082","Deafness, autosomal recessive 39(608265)"
"30835","Mycobacterium tuberculosis, susceptibility to(607948)|Human immunodeficiency virus type 1, susceptibility to(609423)|Dengue virus, susceptibility to(614371)"
"3084","Schizophrenia 6(603013)"
"3094","Neuromyotonia and axonal neuropathy, autosomal recessive(137200)"
"3097","Mental retardation, autosomal dominant 43(616977)"
"3098","Hemolytic anemia, nonspherocytic, due to hexokinase deficiency(235700)|Neuropathy, hereditary motor and sensory, russe type(605285)|Retinitis pigmentosa 79(617460)|Neurodevelopmental disorder with visual defects and brain anomalies(618547)"
"31","Coa carboxylase deficiency(613933)"
"3105","Severe cutaneous adverse reaction, susceptibility to(608579)"
"3106","Spondyloarthropathy, susceptibility to, 1(106300)|Severe cutaneous adverse reaction, susceptibility to(608579)"
"3107","Psoriasis 1, susceptibility to(177900)|Human immunodeficiency virus type 1, susceptibility to(609423)"
"311","Amyotrophic lateral sclerosis 23(617839)"
"3110","Currarino syndrome(176450)"
"3117","Celiac disease, susceptibility to, 1(212750)"
"3119","Jakob disease(123400)|Multiple sclerosis, susceptibility to(126200)|Celiac disease, susceptibility to, 1(212750)"
"3123","Multiple sclerosis, susceptibility to(126200)|Sarcoidosis, susceptibility to, 1(181000)"
"3135","Asthma, susceptibility to(600807)"
"3141","Holocarboxylase synthetase deficiency(253270)"
"3145","Porphyria, acute intermittent(176000)"
"3149","Microphthalmia, syndromic 13(300915)"
"3155","Coa lyase deficiency(246450)"
"3158","2 deficiency(605911)"
"3159","Type 2 diabetes mellitus(125853)"
"3161","Breast cancer(114480)"
"3162","Pulmonary disease, chronic obstructive(606963)|Heme oxygenase 1 deficiency(614034)"
"3166","Oculoauricular syndrome(612109)"
"3172","Onset diabetes of the young, type 1(125850)|Type 2 diabetes mellitus(125853)|Onset diabetes of the young(616026)"
"3176","Asthma, susceptibility to(600807)|Mental retardation, autosomal recessive 51(616739)"
"317662","Joubert syndrome 36(618763)"
"317719","Spermatogenic failure 11(615081)"
"317761","Spermatogenic failure 52(619202)|Premature ovarian failure 18(619203)"
"3178","Onset paget disease with or without frontotemporal dementia 3(615424)|Amyotrophic lateral sclerosis 20(615426)"
"3181","Onset paget disease with or without frontotemporal dementia 2(615422)"
"3188","Linked, syndromic, bain type(300986)"
"3190","Kline syndrome(616580)"
"3192","Developmental and epileptic encephalopathy 54(617391)"
"3198","Athabaskan brainstem dysgenesis syndrome(601536)"
"3199","Microtia, hearing impairment, and cleft palate(612290)"
"3207","Radioulnar synostosis with amegakaryocytic thrombocytopenia 1(605432)"
"3208","Dystonia 2, torsion, autosomal recessive(224500)"
"3209","Genital syndrome(140000)|Preaxial deficiency, postaxial polydactyly, and hypospadias(176305)"
"3211","Facial paresis, hereditary congenital, 3(614744)"
"3229","Ectodermal dysplasia 9, hair/nail type(614931)"
"3236","Vertical talus, congenital(192950)"
"3239","Brachydactyly, type d(113200)|Brachydactyly, type e1(113300)|Synpolydactyly 1(186000)|Syndactyly, type v(186300)|Syndactyly syndrome(610713)"
"324","Colorectal cancer(114500)|Hepatocellular carcinoma(114550)|Desmoid disease, hereditary(135290)|Familial adenomatous polyposis 1(175100)|Familial adenomatous polyposis 1(175100)|Gastric cancer(613659)|Gastric adenocarcinoma and proximal polyposis of the stomach(619182)"
"3240","Anhaptoglobinemia(614081)"
"3242","Hawkinsinuria(140350)|Tyrosinemia, type iii(276710)"
"3248","Digital clubbing, isolated congenital(119900)|Hypertrophic osteoarthropathy, primary, autosomal recessive, 1(259100)"
"3251","Nyhan syndrome(300322)|Related(300323)"
"3257","Pudlak syndrome 1(203300)"
"326","Autoimmune polyendocrine syndrome, type i, with or without reversible metaphyseal dysplasia(240300)"
"3265","Bladder cancer(109800)|Melanocytic nevus syndrome, congenital(137550)|Nevus, epidermal(162900)|Mims syndrome(163200)|Thyroid cancer, nonmedullary, 2(188470)|Costello syndrome(218040)"
"326625","Methylmalonic aciduria, cblb type(251110)"
"3273","Rich glycoprotein deficiency(613116)"
"3284","Hydroxysteroid dehydrogenase 2 deficiency(201810)"
"3290","Cortisone reductase deficiency 2(614662)"
"3291","Apparent mineralocorticoid excess(218030)"
"3293","Beta hydroxysteroid dehydrogenase iii deficiency(264300)"
"3295","Perrault syndrome 1(233400)|Bifunctional protein deficiency(261515)"
"3299","Cataract 5, multiple types(116800)"
"3300","Spinal muscular atrophy, distal, autosomal recessive, 5(614881)"
"331","Linked, 2(300635)|Linked, 1(308240)"
"3313","Anemia, sideroblastic, 4(182170)|Plus syndrome(616854)"
"3315","Tooth disease, axonal, type 2f(606595)|Neuronopathy, distal hereditary motor, type iib(608634)"
"3321","Lacrimal duct defect(149700)"
"3329","Spastic paraplegia 13, autosomal dominant(605280)|Leukodystrophy, hypomyelinating, 4(612233)"
"3339","Handmaker type(224410)|Jampel syndrome, type 1(255800)"
"3340","Mental retardation, autosomal recessive 46(616116)"
"335","Amyloidosis, familial visceral(105200)|Hypoalphalipoproteinemia, primary, 2(618463)"
"3350","Dependent(614674)"
"3356","Alcohol dependence(103780)|Compulsive disorder(164230)|Schizophrenia(181500)|Anorexia nervosa, susceptibility to(606788)|Major depressive disorder(608516)"
"336","Hypercholesterolemia, familial, 1(143890)"
"3371","Deafness, autosomal dominant 56(615629)"
"3373","Mucopolysaccharidosis, type ix(601492)"
"3376","Growth retardation, impaired intellectual development, hypotonia, and hepatopathy(617093)"
"338","Hypercholesterolemia, familial, 2(144010)|Hypobetalipoproteinemia, familial, 1(615558)"
"3383","Malaria, susceptibility to(611162)"
"338328","Hyperlipoproteinemia, type id(615947)"
